county_l1,town,town_tidy
Carlow,Ardattin,Ardattin
Carlow,Bagenalstown,Bagenalstown
Carlow,Ballinabranna,Ballinabranna
Carlow,Ballon,Ballon
Carlow,Ballymurphy,Ballymurphy
Carlow,Borris,Borris
Carlow,Carlow,Carlow
Carlow,Clonegal,Clonegal
Carlow,Clonmore,Clonmore
Carlow,Drummond,Drummond
Carlow,Fenagh,Fenagh
Carlow,Hacketstown,Hacketstown
Carlow,Harrow Cross,Harrow Cross
Carlow,Kildavin,Kildavin
Carlow,Leighlinbridge,Leighlinbridge
Carlow,Myshall,Myshall
Carlow,Nurney,Nurney
Carlow,Old Leighlin,Old Leighlin
Carlow,Palatine,Palatine
Carlow,Rathanna,Rathanna
Carlow,Rathvilly,Rathvilly
Carlow,Royal Oak,Royal Oak
Carlow,St Mullins,St Mullins
Carlow,Tinryland,Tinryland
Carlow,Tullow,Tullow
Carlow,Tynock,Tynock
Cavan,Arvagh,Arvagh
Cavan,Bailieboro,Bailieborough
Cavan,Bailieborough,Bailieborough
Cavan,Ballinagh,Ballinagh
Cavan,Ballyconnell,Ballyconnell
Cavan,Ballyjamesduff,Ballyjamesduff
Cavan,Bawnboy,Bawnboy
Cavan,Belturbet,Belturbet
Cavan,Blacklion,Blacklion
Cavan,Butlersbridge,Butlers Bridge
Cavan,Butlersbridge Droichead,Butlers Bridge
Cavan,Cavan,Cavan
Cavan,Cootehill,Cootehill
Cavan,Crosskeys,Crosskeys
Cavan,Dowra,Dowra
Cavan,Gowna,Gowna
Cavan,Kilcogy,Kilcogy
Cavan,Killeshandra,Killeshandra
Cavan,Killydoon,Killydoon
Cavan,Kilnaleck,Kilnaleck
Cavan,Kingscourt,Kingscourt
Cavan,Lavey,Lavey
Cavan,Loch Gowna,Lough Gowna
Cavan,Lough Gowna,Lough Gowna
Cavan,Maghera,Maghera
Cavan,Mount Nugent,Mount Nugent
Cavan,Mountnugent,Mount Nugent
Cavan,Mullagh,Mullagh
Cavan,Redhills,Redhills
Cavan,Shercock,Shercock
Cavan,Stradone,Stradone
Cavan,Stradone Village,Stradone
Cavan,Swanlinbar,Swanlinbar
Cavan,Tullyvin,Tullyvin
Cavan,Virginia,Virginia
Clare,Ballynacally,Ballynacally
Clare,Ballyvaughan,Ballyvaughan
Clare,Barefield,Barefield
Clare,Bodyke,Bodyke
Clare,Boston,Boston
Clare,Bridgetown,Bridgetown
Clare,Broadford,Broadford
Clare,Bunratty,Bunratty
Clare,Caher,Caher
Clare,Carrigaholt,Carrigaholt
Clare,Clarecastle,Clarecastle
Clare,Clonlara,Clonlara
Clare,Connolly,Connolly
Clare,Coolmeen,Coolmeen
Clare,Cooraclare,Cooraclare
Clare,Corofin,Corofin
Clare,Cranny,Cranny
Clare,Cree,Cree
Clare,Cross,Cross
Clare,Doolin,Doolin
Clare,Doonbeg,Doonbeg
Clare,Doonbeg Village,Doonbeg
Clare,Ennis,Ennis
Clare,Ennistymon,Ennistymon
Clare,Feakle,Feakle
Clare,Flagmount,Flagmount
Clare,Inch-Clare,Inch-Clare
Clare,Kildysart,Kildysart
Clare,Kildysart Village,Kildysart
Clare,Kilfenora,Kilfenora
Clare,Kilkee,Kilkee
Clare,Kilkishen,Kilkishen
Clare,Killaloe,Killaloe
Clare,Killimer,Killimer
Clare,Kilmaley,Kilmaley
Clare,Kilmihil,Kilmihil
Clare,Kilmurry,Kilmurry McMahon
Clare,Kilmurry Mcmahon,Kilmurry McMahon
Clare,Kilrush,Kilrush
Clare,Knock,Knock
Clare,Labasheeda,Labasheeda
Clare,Lahinch,Lahinch
Clare,Lahinch An Leacht,Lahinch
Clare,Liscannor,Liscannor
Clare,Lisdoonvarna,Lisdoonvarna
Clare,Lissycasey,Lissycasey
Clare,Meelick,Meelick
Clare,Miltown Malbay,Miltown Malbay
Clare,Mountshannon,Mountshannon
Clare,Mullagh,Mullagh
Clare,Newmarket-On-Fergus,Newmarket-On-Fergus
Clare,O'Brien'S Bridge,O'Briensbridge
Clare,O'Briens Bridge,O'Briensbridge
Clare,O'Callaghan'S Mills,O'Callaghansmills
Clare,Ocallaghans Mills,O'Callaghansmills
Clare,Ogonnelloe,Ogonnelloe
Clare,Parteen,Parteen
Clare,Quin,Quin
Clare,Ruan,Ruan
Clare,Scariff,Scarriff
Clare,Scarriff,Scarriff
Clare,Shannon,Shannon
Clare,Sixmilebridge,Sixmilebridge
Clare,Spancilhill Clooney,Spancilhill Clooney
Clare,Spanish Point,Spanish Point
Clare,Tuamgraney,Tuamgraney
Clare,Tulla,Tulla
Clare,Whitegate,Whitegate
Clare,Whitegate-Clare,Whitegate
Cork,Aghabullogue,Aghabullogue
Cork,Ahakista,Ahakista
Cork,Aherla,Aherla
Cork,Ahiohill,Ahiohill
Cork,Ardfield,Ardfield
Cork,Ardgroom Village,Ardgroom
Cork,Baile Mhic Ire-Baile,Ballymakeery
Cork,Baile Mhic Ire\Baile Bh,Ballymakeery
Cork,Baile Mhic Ire\Baile Bhuirne,Ballymakeery
Cork,Baile Mhuirne,Ballyvourney
Cork,Ballinadee,Ballinadee
Cork,Ballinascarthy,Ballinascarthy
Cork,Ballincollig,Ballincollig
Cork,Ballineen,Ballineen and Enniskean
Cork,Ballineen-,Ballineen and Enniskean
Cork,Ballineen-Enniskean,Ballineen and Enniskean
Cork,Ballineen-Enniskeane,Ballineen and Enniskean
Cork,Ballingeary,Ballingeary
Cork,Ballinhassig,Ballinhassig
Cork,Ballinspittle,Ballinspittle
Cork,Ballinspittle-Beal Átha An,Ballinspittle
Cork,Ballintotas,Ballintotis
Cork,Ballintotis,Ballintotis
Cork,Ballyclough,Ballyclough
Cork,Ballycotton,Ballycotton
Cork,Ballydehob,Ballydehob
Cork,Ballydesmond,Ballydesmond
Cork,Ballyhooly,Ballyhooly
Cork,Ballylickey,Ballylickey
Cork,Ballymacoda,Ballymacoda
Cork,Ballymakeera,Ballymakeera
Cork,Ballymakeera-Ballyvourney,Ballymakeera
Cork,Baltimore,Baltimore
Cork,Bandon,Bandon
Cork,Banteer,Banteer
Cork,Bantry,Bantry
Cork,Bartlemy,Bartlemy
Cork,Beal Atha An Ghaorthaidh,Ballingeary
Cork,Beal Athan Ghaorthaidh,Ballingeary
Cork,Belgooly,Belgooly
Cork,Bere Island,Bere Island
Cork,Berrings,Berrings
Cork,Bishopstown,Bishopstown
Cork,Blarney,Blarney
Cork,Boherbue,Boherbue
Cork,Bridesbridge,Bridesbridge
Cork,Béal Átha An Ghaorthaidh,Ballingeary
Cork,Carrigadrohid-,Carrigadrohid-Killardrish
Cork,Carrigadrohid-Killardrish,Carrigadrohid-Killardrish
Cork,Carrigaline,Carrigaline
Cork,Carriganima,Carriganima
Cork,Carrigtwohill,Carrigtwohill
Cork,Castlelyons,Castlelyons-Bridesbridge
Cork,Castlelyons-Bridesbridge,Castlelyons-Bridesbridge
Cork,Castlemagner,Castlemagner
Cork,Castlemartyr,Castlemartyr
Cork,Castletownbere,Castletownbere
Cork,Castletownbere-Baile,Castletownbere
Cork,Castletownroche,Castletownroche
Cork,Castletownsend,Castletownshend
Cork,Castletownshend,Castletownshend
Cork,Charleville,Charleville
Cork,Churchtown,Churchtown
Cork,Cill Na Martra,Kilnamartyra
Cork,Clonakilty,Clonakilty
Cork,Clondrohid,Clondrohid
Cork,Cloyne,Cloyne
Cork,Coachford,Coachford
Cork,Cobh,Cobh
Cork,Conna,Conna
Cork,Coolagown,Coolagown
Cork,Copeen,Copeen
Cork,Courtmacsherry,Courtmacsherry
Cork,Crookhaven,Crookhaven
Cork,Crosshaven,Crosshaven
Cork,Cuil Aodha,Coolea
Cork,Cuil-Aodha,Coolea
Cork,Cullen,Cullen
Cork,Doneraile,Doneraile
Cork,Douglas,Douglas
Cork,Drimoleague,Drimoleague
Cork,Drinagh,Drinagh
Cork,Dripsey,Dripsey
Cork,Dromahane,Dromahane
Cork,Dromhane,Dromahane
Cork,Dromina,Dromina
Cork,Dunbeacon,Dunbeacon
Cork,Dunmanway,Dunmanway
Cork,Durrus,Durrus
Cork,Durrus Village,Durrus
Cork,Dursey Island,Dursey Island
Cork,Eyeries,Eyeries
Cork,Fermoy,Fermoy
Cork,Freemount,Freemount
Cork,Glandore,Glandore
Cork,Glanmire,Glanmire
Cork,Glanworth,Glanworth
Cork,Glengarriff,Glengarriff
Cork,Glenville,Glenville
Cork,Glounthaune,Glounthaune
Cork,Glounthaune Village,Glounthaune
Cork,Goleen,Goleen
Cork,Goleen- An Goilín,Goleen
Cork,Grenagh,Grenagh
Cork,Guileen,Guileen
Cork,Heir Island,Heir Island
Cork,Inch,Inch
Cork,Inch-Cork,Inch
Cork,Inchigeela,Inchigeelagh
Cork,Inchigeelagh,Inchigeelagh
Cork,Innishannon,Innishannon
Cork,Kanturk,Kanturk
Cork,Kealkill,Kealkill
Cork,Kilbrittain,Kilbrittain
Cork,Kilcrohane,Kilcrohane
Cork,Kildorrery,Kildorrery
Cork,Killeagh,Killeagh
Cork,Kilmacsimon,Kilmacsimon Quay
Cork,Kilmacsimon Quay,Kilmacsimon Quay
Cork,Kilmurry,Kilmurry
Cork,Kilworth,Kilworth
Cork,Kinsale,Kinsale
Cork,Kiskeam,Kiskeam
Cork,Knocknagree,Knocknagree
Cork,Knocknagree -Cnoc Na,Knocknagree
Cork,Knockraha,Knockraha
Cork,Labbamologga,Labbamologga
Cork,Ladysbridge,Ladysbridge
Cork,Leap,Leap
Cork,Lisavaird,Lisavaird
Cork,Liscarroll,Liscarroll
Cork,Lislevane,Lislevane
Cork,Lismire,Lismire
Cork,Little Island,Little Island
Cork,Lowertown,Lowertown
Cork,Macroom,Macroom
Cork,Mallow,Mallow
Cork,Meelin,Meelin
Cork,Midleton,Midleton
Cork,Milford,Milford
Cork,Milford-Cork,Milford
Cork,Millstreet,Millstreet
Cork,Minane Bridge,Minane Bridge
Cork,Mitchelstown,Mitchelstown
Cork,Mogeely,Mogeely
Cork,Monkstown,Monkstown
Cork,Newcestown,Newcestown
Cork,Newcestown Village,Newcestown
Cork,Newmarket,Newmarket
Cork,Newmarket-Cork,Newmarket
Cork,Newtownshandrum,Newtownshandrum
Cork,Newtwopothouse,Newtwopothouse
Cork,Oilean Chleire,Oileán Chléire
Cork,Oileán Cléire,Oileán Chléire
Cork,Owenahincha,Owenahincha
Cork,Passage West,Passage West
Cork,Passage West/Monkstown,Passage West
Cork,Rathbarry,Rathbarry
Cork,Rathcormac,Rathcormac
Cork,Reenascreena,Reenascreena
Cork,Ring,Ring
Cork,Ringaskiddy,Ringaskiddy
Cork,Rochestown,Rochestown
Cork,Rockchapel,Rockchapel
Cork,Rosscarbery,Rosscarbery
Cork,Rostellan,Rostellan
Cork,Rostellan-Farsid,Rostellan
Cork,Sallybrook,Sallybrook
Cork,Schull,Schull
Cork,Shanagarry,Shanagarry
Cork,Shandon,Shandon
Cork,Shannonvale,Shannonvale
Cork,Sherkin Island,Sherkin Island
Cork,Skibbereen,Skibbereen
Cork,St Luke'S,Saint Luke's
Cork,Timoleague,Timoleague
Cork,Timoleague (Molaga),Timoleague
Cork,Togher,Togher
Cork,Toormore,Toormore
Cork,Twopothouse,Twopothouse
Cork,Union Hall,Union Hall
Cork,Waterfall,Waterfall
Cork,Watergrasshill,Watergrasshill
Cork,Whiddy Island,Whiddy Island
Cork,Whiddy Island -Oileán,Whiddy Island
Cork,Whitegate,Whitegate
Cork,Whitegate-Cork,Whitegate
Cork,Youghal,Youghal
Donegal,An Falcarrach,Falcarragh
Donegal,Annagry,Annagry
Donegal,Arainn Mor,Árainn Mhór
Donegal,Ardara,Ardara
Donegal,Baile Na Finne,Fintown
Donegal,Ballybofey-Stranorlar,Ballybofey and Stranorlar
Donegal,Ballybofey/Stranorlar,Ballybofey and Stranorlar
Donegal,Ballyliffin,Ballyliffin
Donegal,Ballyliffin -Baile Lifín,Ballyliffin
Donegal,Ballyshannon,Ballyshannon
Donegal,Brochagh-Cloghan,Brochagh
Donegal,Brockagh-Cloghan,Brochagh
Donegal,Buncrana,Buncrana
Donegal,Bundoran,Bundoran
Donegal,Burtonport,Burtonport
Donegal,Carndonagh,Carndonagh
Donegal,Carraig Airt,Carrigart
Donegal,Carrigans,Carrigans
Donegal,Carrigart,Carrigart
Donegal,Castlefinn,Castlefinn
Donegal,Churchill,Churchill
Donegal,Clonmany,Clonmany
Donegal,Convoy,Convoy
Donegal,Creeslough,Creeslough
Donegal,Crolly,Crolly
Donegal,Culdaff,Culdaff
Donegal,Culdaff- Cúil Dabhcha,Culdaff
Donegal,Donegal,Donegal
Donegal,Donegal Town,Donegal
Donegal,Doochary,Doochary
Donegal,Dore,Dore
Donegal,Downings,Downings
Donegal,Dunfanaghy,Dunfanaghy
Donegal,Dungloe,Dungloe
Donegal,Dunkineely,Dunkineely
Donegal,Fintown,Fintown
Donegal,Frosses,Frosses
Donegal,Gabhla Island,Gola Island
Donegal,Gaoth Dobhair,Gaoth Dobhair
Donegal,Glencolmcille,Glencolmcille
Donegal,Glenties,Glenties
Donegal,Gort A'Choirce,Gort a' Choirce
Donegal,Gort A'Choirce-Gort An,Gort a' Choirce
Donegal,Greencastle,Greencastle
Donegal,Inis Bo Finne,Inis Bó Finne
Donegal,Island Roy,Island Roy
Donegal,Kerrykeel,Kerrykeel
Donegal,Kilcar,Kilcar
Donegal,Killea,Killea
Donegal,Killybegs,Killybegs
Donegal,Kilmacrenan,Kilmacrenan
Donegal,Kincasslagh,Kincasslagh
Donegal,Letterkenny,Letterkenny
Donegal,Lettermacaward,Lettermacaward
Donegal,Lettermacaward-Leitir,Lettermacaward
Donegal,Lifford,Lifford
Donegal,Loch An Iuir,Loch An Iuir
Donegal,Loch An Iúir,Loch An Iúir
Donegal,Loughanure,Loch An Iúir
Donegal,Maghery,Maghery
Donegal,Malin,Malin
Donegal,Malin -Málainn,Malin
Donegal,Manorcunningham,Manorcunningham
Donegal,Manorcunningham-,Manorcunningham
Donegal,Milford,Milford
Donegal,Milford-Donegal,Milford
Donegal,Moville,Moville
Donegal,Muff,Muff
Donegal,Mullachdubh,Mullach Dubh
Donegal,Mullaghdubh,Mullach Dubh
Donegal,Narin,Narin
Donegal,Narin-Portnoo,Narin-Portnoo
Donegal,Narin/Portnoo,Narin-Portnoo
Donegal,Newtowncunningham,Newtowncunningham
Donegal,Oilean Ghabhla,Oileán Ghabhla
Donegal,Oilean Ghabhla (Gola),Oileán Ghabhla
Donegal,Oilean Thorai,Oileán Toraigh
Donegal,Ramelton,Ramelton
Donegal,Raphoe,Raphoe
Donegal,Rathmullan,Rathmullan
Dublin,Balbriggan,Balbriggan
Dublin,Ballinteer,Ballinteer
Dublin,Ballsbridge,Ballsbridge
Dublin,Ballyboden,Ballyboden
Dublin,Ballyboughal,Ballyboughal
Dublin,Ballybrack,Ballybrack
Dublin,Ballyfermot,Ballyfermot
Dublin,Ballymun,Ballymun
Dublin,Balrothery,Balrothery
Dublin,Balrothery Village,Balrothery
Dublin,Balscadden,Balscadden
Dublin,Blackrock,Blackrock
Dublin,Blanchardstown,Blanchardstown
Dublin,Brittas,Brittas
Dublin,Bushfield Park,Bushfield Park
Dublin,Cabinteely,Cabinteely
Dublin,Cabra,Cabra
Dublin,Castleknock,Castleknock
Dublin,Chapelizod,Chapelizod
Dublin,Cherry Orchard,Cherry Orchard
Dublin,Clondalkin,Clondalkin
Dublin,Clondalkin (Monastery,Clondalkin
Dublin,Clondalkin North,Clondalkin
Dublin,Coolock,Coolock
Dublin,Dalkey,Dalkey
Dublin,Dalkey Town,Dalkey
Dublin,Donabate,Donabate
Dublin,Donnybrook,Donnybrook
Dublin,Dun Laoghaire,Dun Laoghaire
Dublin,Finglas,Finglas
Dublin,Firhouse,Firhouse
Dublin,Foxrock,Foxrock
Dublin,Garristown,Garristown
Dublin,Glasthule\Sandycove,Glasthule\Sandycove
Dublin,Goatstown Baile Na,Goatstown
Dublin,Griffeen,Griffeen
Dublin,Harolds Cross,Harolds Cross
Dublin,Howth,Howth
Dublin,Killester,Killester
Dublin,Lucan,Lucan
Dublin,Lusk,Lusk
Dublin,Malahide,Malahide
Dublin,Manor Street/Stoneybatter,Manor Street/Stoneybatter
Dublin,Mounttown,Mounttown
Dublin,Naul,Naul
Dublin,Newcastle Lyons,Newcastle Lyons
Dublin,Newcastle-Lyons,Newcastle-Lyons
Dublin,Old Bawn,Old Bawn
Dublin,Ongar,Ongar
Dublin,Palmerstown,Palmerstown
Dublin,Phibsborough,Phibsborough
Dublin,Portmarnock,Portmarnock
Dublin,Portobello,Portobello
Dublin,Raheny,Raheny
Dublin,Ranelagh,Ranelagh
Dublin,Rathbourne,Rathbourne
Dublin,Rathcoole,Rathcoole
Dublin,Rathcoole-Dublin,Rathcoole
Dublin,Rathfarnham,Rathfarnham
Dublin,Rialto,Rialto
Dublin,Rush,Rush
Dublin,Rusheeny,Rusheeny
Dublin,Sandycove,Sandycove
Dublin,Sandymount,Sandymount
Dublin,Santry,Santry
Dublin,Shankill,Shankill
Dublin,Skerries,Skerries
Dublin,Stepaside,Stepaside
Dublin,Sutton,Sutton
Dublin,Swords,Swords
Dublin,Temple Bar,Temple Bar
Dublin,Templeogue,Templeogue
Dublin,Terenure,Terenure
Dublin,The Naul,The Naul
Dublin,Whitecliff,Whitecliff
Dublin,Woodstown Village,Woodstown Village
Galway,Abbey,Abbey
Galway,Abbeyknockmoy,Abbeyknockmoy
Galway,Ahascragh,Ahascragh
Galway,An Cheathru Rua,An Cheathrú Rua
Galway,An Spideal,An Spidéal
Galway,Ardrahan,Ardrahan
Galway,Athenry,Athenry
Galway,Aughrim,Aughrim
Galway,Aughrim-Galway,Aughrim
Galway,Ballinasloe,Ballinasloe
Galway,Ballygar,Ballygar
Galway,Ballymoe,Ballymoe
Galway,Caltra,Caltra
Galway,Caltra -Cealltrach,Caltra
Galway,Camus,Camus
Galway,Carna,Carna
Galway,Castleblakeney,Castleblakeney
Galway,Castlegar,Castlegar
Galway,Cill Chiarain,Cill Chiaráin
Galway,Claregalway,Claregalway
Galway,Clarenbridge,Clarenbridge
Galway,Clarinbridge,Clarinbridge
Galway,Cleggan,Cleggan
Galway,Clifden,Clifden
Galway,Clonberne,Clonberne
Galway,Clonbur,Clonbur
Galway,Craughwell,Craughwell
Galway,Creggs,Creggs
Galway,Dunmore,Dunmore
Galway,Eyrecourt,Eyrecourt
Galway,Galway City Centre,Galway City Centre
Galway,Glenamaddy,Glenamaddy
Galway,Glenard,Glenard
Galway,Glinsk,Glinsk
Galway,Gort,Gort
Galway,Headford,Headford
Galway,Inis Meain,Inis Meáin
Galway,Inis Mor,Inis Meáin
Galway,Inishbofin,Inishbofin
Galway,Kilconnell,Kilconnell
Galway,Kilkerrin,Kilkerrin
Galway,Kinvara,Kinvara
Galway,Lawrencetown,Lawrencetown
Galway,Leenane,Leenane
Galway,Letterfrack,Letterfrack
Galway,Lettermullen,Lettermullen
Galway,Loughrea,Loughrea
Galway,Maam,Maam
Galway,Menlough,Menlough
Galway,Milltown,Milltown
Galway,Milltown-Galway,Milltown
Galway,Monivea,Monivea
Galway,Mountbellew,Mountbellew
Galway,Moycullen,Moycullen
Galway,Moycullen Maigh Cuilinn,Moycullen
Galway,Moylough,Moylough
Galway,Na Forbacha,Na Forbacha
Galway,Newbridge,Newbridge
Galway,Newbridge-Galway,Newbridge
Galway,Oranmore,Oranmore
Galway,Oughterard,Oughterard
Galway,Portumna,Portumna
Galway,Renmore,Renmore
Galway,Rosmuc,Rosmuc
Galway,Rosscahill,Rosscahill
Galway,Roundstone,Roundstone
Galway,Spideal,An Spidéal
Galway,Spidéal,An Spidéal
Galway,Tuam,Tuam
Galway,Tullycross,Tullycross
Galway,Tullycross Village -Tulach,Tullycross
Galway,Tynagh,Tynagh
Galway,Tynagh Village,Tynagh
Galway,Williamstown,Williamstown
Galway,Woodford,Woodford
Kerry,Abbeydorney,Abbeydorney
Kerry,Annascaul,Annascaul
Kerry,Ardfert,Ardfert
Kerry,Asdee,Asdee
Kerry,Baile An Fhirteirigh,Ballyferriter
